,userId,beer_beerid,beer_name,brewery_name,beer_style,beer_abv,review_overall,review_time
1392014,3191,72850,Harringtons Strongman,Harringtons Brewery,American Double / Imperial Pilsner,6.5,3.0,1323943987
1392017,3191,73316,3 Ravens Hell,3 Ravens Brewing,Munich Helles Lager,5.0,3.5,1320795219
1392020,3191,73480,Hawthorn Brewing Co. Amber Ale,Hawthorn Brewing Company,English Bitter,4.7,3.5,1320794459
1392022,3191,73548,Hix Brown Ale,Hickinbotham Of Dromana,English Brown Ale,4.5,3.5,1320795290
1392024,3191,74091,Magnus Czekoladowy,Browar Jagie&#322;&#322;o,Bock,6.0,3.0,1320794929
1392026,3191,74113,Skunkworks Double IPA (Cognac Barrel Aged),Moon Dog Craft Brewery,American Double / Imperial IPA,9.1,3.5,1321849524
1392035,3191,74333,The Big Dipper,Little Creatures Brewing Company,American Double / Imperial IPA,7.8,4.0,1322698732
1392050,3191,74980,Mossiface Pale Ale,Bullant Brewery,American Pale Ale (APA),4.8,3.5,1320795403
1392053,3191,75778,Prickly Moses Tailpipe Brown Ale,Otway Estate Winery & Brewery,American Brown Ale,7.1,3.5,1322435508
1392056,3194,37115,Anniversary X,North Coast Brewing Co.,Belgian Strong Pale Ale,,2.5,1280716536
1392058,3194,42849,Lichtenhainer,Marzoni's Brick Oven & Brewing Company,Berliner Weissbier,2.9,5.0,1211661419
1392064,3194,47268,Pioneer Dark Harvest Imperial Porter,Pioneer Brewing Co.,American Porter,7.5,4.5,1234151813
1392070,3194,47523,Little Italy,Right Brain Brewery,Herbed / Spiced Beer,4.9,4.5,1232942778
1392072,3194,47974,Session Ale #20: Out Of The Woods,East End Brewing Company,American Pale Ale (APA),,4.5,1234749921
1392079,3194,50302,Session Ale #25: Dark Mild,East End Brewing Company,English Dark Mild Ale,,4.5,1244268406
1392084,3194,51967,Hopsnort Golden Pale Ale,Outer Banks Brewing Station,American Pale Ale (APA),5.9,5.0,1250666646
1392087,3194,70140,Monkey's Uncle,East End Brewing Company,Weizenbock,10.1,4.0,1308436830
1392091,3194,73652,Nunkin Ale,East End Brewing Company,Pumpkin Ale,5.2,4.0,1317452760
1392094,3195,2549,Steeler Lager,Lakeport Brewing Company,American Adjunct Lager,5.0,2.0,1153778255
1392105,3195,5293,Niksicko Pivo,Trebjesa Brewery,American Adjunct Lager,5.2,3.5,1310177652
1392135,3195,7772,Lucky Lager Extra,Labatt Brewing Company Ltd.,American Adjunct Lager,6.0,1.5,1297827872
1392138,3195,8939,Laker Premium Light,Brick Brewing Co. / Red Baron Lounge,Light Lager,4.0,4.0,1152494195
1392141,3195,9934,True North Lager,Magnotta Brewery,American Pale Lager,5.0,2.5,1150144236
1392150,3195,11748,Honey Brown,Quidi Vidi Brewing Company,American Amber / Red Lager,5.0,3.5,1297648854
1392164,3195,12025,Eric's Cream Ale,Quidi Vidi Brewing Company,Cream Ale,5.0,3.5,1298439169
1392177,3195,14316,Laker Strong Premium Lager,Brick Brewing Co. / Red Baron Lounge,American Adjunct Lager,6.5,3.5,1138829996
1392182,3195,19526,Sun God Wheat Ale,R & B Brewing Co.,American Pale Wheat Ale,4.2,3.5,1310184976
1392187,3195,24797,Northern Premium Lager,Northern Breweries Ltd.,American Adjunct Lager,5.0,3.0,1152495464
1392189,3195,24798,Northern Cream Ale,Northern Breweries Ltd.,Cream Ale,5.0,3.0,1151070519
1392192,3195,43231,Stella Artois Light,Stella Artois,Light Lager,3.4,2.0,1299215168
1392200,3195,43858,Lunch Pail Ale,Amber's Brewing Co.,English Pale Ale,5.0,3.0,1295650246
1392212,3195,52138,Bowen Island Honey Brown Lager,Bowen Island Brewing Co. Ltd.,American Amber / Red Lager,5.0,3.5,1311819785
1392219,3195,52254,Brewhouse Light,Great Western Brewing,American Adjunct Lager,4.0,3.0,1299049761
1392223,3195,53853,Hoppelganger,R & B Brewing Co.,American IPA,6.0,4.0,1303317816
1392237,3195,54086,Red Baron Lime,Brick Brewing Co. / Red Baron Lounge,Fruit / Vegetable Beer,4.0,3.0,1307139756
1392240,3195,58292,Co-Op Gold Lager,Big Rock Brewery,American Adjunct Lager,5.0,3.0,1303355534
1392242,3195,58431,Hudson's Lumberjack Superior Lager,Big Rock Brewery,American Pale Lager,,3.5,1295835479
1392244,3195,58432,Hudson's Beaver Tail Ale,Big Rock Brewery,American Amber / Red Ale,,3.5,1295837735
1392248,3195,58833,Hockley Black & Tan,Hockley Valley Brewing Co.,Black & Tan,4.7,3.5,1315467633
1392271,3195,59692,Rouge,Fort Garry Brewing Company Ltd.,American Amber / Red Lager,5.0,4.0,1312080129
1392274,3195,59695,Premium Light,Fort Garry Brewing Company Ltd.,Light Lager,4.0,3.0,1312071521
1392278,3195,59925,Crow Beer,Mountain Crest Liquors,American Adjunct Lager,5.0,1.5,1303519587
1392280,3195,61001,Raasted Pilsner,Raasted & Randers Bryghus A/S,Czech Pilsener,4.6,4.0,1311392543
1392285,3195,61768,Bowen Island Artisan IPA,Bowen Island Brewing Co. Ltd.,American IPA,5.5,3.5,1319068253
1392295,3195,63380,Vertical Winter Ale,Tree Brewing,Winter Warmer,5.0,4.0,1298006126
1392304,3195,64653,Original Joe's Haus Frau Pil,Big Rock Brewery,German Pilsener,,3.5,1305856974
1392308,3195,65849,Minhas Oktoberfest,Minhas Craft Brewery,Märzen / Oktoberfest,5.5,2.5,1310333007
1392311,3195,66828,Original Joe's Blonde Lager,Big Rock Brewery,American Blonde Ale,,3.5,1299112249
1392313,3195,68049,Stiegl Radler (Grapefruit),Stieglbrauerei zu Salzburg GmbH,Fruit / Vegetable Beer,2.5,2.5,1324610568
1392318,3195,68405,Boxer Light,Minhas Craft Brewery,Light Lager,4.2,1.5,1311479237
1392322,3195,71868,BIA IPA,Birrificio B.O.A. (Birrificio Ostiense Artigianale),American IPA,6.5,4.0,1316565950
1392324,3195,74902,Tundra Ice,Minhas Craft Brewery,American Adjunct Lager,6.2,2.5,1324181203
1392326,3207,785,Artevelde,Brouwerij Huyghe,Belgian Dark Ale,7.3,3.0,1215905455
1392335,3207,6631,Margarita's Wrecking Ball Oktoberfest Lager,South Street Brewery,Märzen / Oktoberfest,,3.5,1224378199
1392338,3207,10993,Aurora Amber Ale,America's Brewpub,American Amber / Red Ale,4.6,4.0,1217540451
1392353,3207,15098,Brewer's Art St. Festivus Holiday Ale,The Brewer's Art,Winter Warmer,8.0,4.0,1229928715
1392366,3207,15398,Anastasia's Chocolate Fantasy Russian Imperial Stout,South Street Brewery,Russian Imperial Stout,9.4,3.5,1232336776
1392371,3207,24746,Golden Wheat,Sarasota Brewing Company,American Pale Wheat Ale,4.5,3.5,1205964029
1392373,3207,28650,Midnight Pass Porter,Sarasota Brewing Company,American Porter,6.5,3.5,1205963707
1392379,3207,28653,Sequoia Amber Lager,Sarasota Brewing Company,American Amber / Red Lager,5.5,4.0,1205963598
1392385,3207,28823,Ya Mills Honeymeade Ale,Sarasota Brewing Company,Fruit / Vegetable Beer,7.0,3.5,1206228229
1392388,3207,28824,Beachside Porter,Florida Beer Company,American Porter,,3.5,1224649892
1392398,3207,33632,Front Street Port City IPA,Front Street Brewery,American IPA,6.5,4.0,1295152275
1392405,3207,33634,Front Street Raspberry Wheat,Front Street Brewery,Fruit / Vegetable Beer,4.5,3.5,1295150798
1392408,3207,34671,Tiny Tim's Christmas Ale,Front Street Brewery,American Porter,8.0,4.0,1294541113
1392410,3207,35109,Crazy Willie's Scottish Ale,The Blue Ridge Brewing Co.,Scottish Ale,6.1,3.0,1230868623
1392415,3207,35192,Brewer's Art Beacon,The Brewer's Art,English Pale Mild Ale,,4.0,1229920457
1392420,3207,36852,Front Street Kolsch,Front Street Brewery,Kölsch,4.7,3.0,1295153759
1392424,3207,38349,Double Ball & Chain IPA,The Blue Ridge Brewing Co.,American Double / Imperial IPA,10.5,4.0,1230869066
1392427,3207,39413,Blue Mountain Lager,Blue Mountain Brewery,Euro Pale Lager,5.3,3.5,1201374308
1392449,3207,39450,Full Moon IPA,Natty Greene's Pub & Brewing Co.,American IPA,5.6,4.0,1231993883
1392457,3207,40465,Struise New Years Blonde,De Struise Brouwers,Belgian Strong Pale Ale,10.0,4.0,1217728198
1392459,3207,41602,Minor Dementia Bourbon Barrel Imperial Stout,Blue & Gray Brewing Co.,American Double / Imperial Stout,13.0,3.5,1233183708
1392484,3207,41678,Sarasota Gold,Sarasota Brewing Company,American Blonde Ale,5.0,3.5,1205963917
1392489,3207,42983,Orthus Belgian Dubbel,Thirsty Dog Brewing Company,Dubbel,7.0,4.0,1232400981
1392492,3207,43024,Blue Mountain Imperial Porter,Blue Mountain Brewery,English Porter,6.7,4.0,1218937183
1392502,3207,43025,Kölsch 151,Blue Mountain Brewery,Kölsch,5.0,4.5,1220237845
1392518,3207,43856,Strawberry Weiss,Blue Mountain Brewery,Fruit / Vegetable Beer,5.9,4.0,1216576740
1392520,3207,43919,1260 Triple India Pale Ale,Stone Coast Brewing Co.,American Double / Imperial IPA,10.0,4.0,1224656546
1392534,3207,44355,Summer Haze Pale Weizenbock,Blue Mountain Brewery,Weizenbock,7.8,4.5,1218938084
1392537,3207,44659,Full Nelson Wet Hopped Harvest Edition,Blue Mountain Brewery,American Pale Ale (APA),5.9,4.0,1220237564
1392540,3207,44721,Pisgah Saison,Pisgah Brewing Co.,Saison / Farmhouse Ale,5.8,3.5,1231705188
1392544,3207,45101,Humpback Oktoberfest,Blue Mountain Brewery,Märzen / Oktoberfest,6.0,4.0,1222705357
1392547,3207,45102,The Dark Russian,Blue Mountain Brewery,Russian Imperial Stout,8.5,4.0,1222703752
1392552,3207,45161,Graf Pilsner,The Blue Ridge Brewing Co.,German Pilsener,,4.0,1231113711
1392556,3207,45774,Jeffersons Reserve Big Fella Bourbon Barrel Stout,Bluegrass Brewing Co. - East St. Matthew's,American Double / Imperial Stout,16.0,3.5,1226032900
1392558,3207,45818,Eight Pounder,Natty Greene's Pub & Brewing Co.,American Double / Imperial Pilsner,8.5,3.5,1231993409
1392564,3207,46002,Wintergreen Hibernator Doppelbock,Blue Mountain Brewery,Doppelbock,7.1,4.5,1227049508
1392568,3207,46156,Wintergreen Weiss,Devils Backbone Brewing Company,Hefeweizen,4.7,3.5,1227753123
1392572,3207,46157,Eight Point IPA,Devils Backbone Brewing Company,American IPA,5.9,4.0,1227753420
1392592,3207,46159,Black Rock Oatmeal Stout,Devils Backbone Brewing Company,Oatmeal Stout,4.5,3.5,1227754278
1392594,3207,46160,Ale Of Fergus,Devils Backbone Brewing Company,Scottish Ale,4.0,3.5,1227754749
1392598,3207,46658,La Mouska,Brasserie d'Oc,Fruit / Vegetable Beer,5.5,3.0,1229556010
1392601,3207,46760,Brewer's Art Coup De Boule,The Brewer's Art,Belgian Strong Pale Ale,7.2,4.0,1229990442
1392616,3207,46792,Gold Leaf Lager,Devils Backbone Brewing Company,Munich Helles Lager,4.5,4.0,1230239124
1392622,3207,46795,Five Apostles Saison,Devils Backbone Brewing Company,Saison / Farmhouse Ale,5.8,4.0,1230238298
1392625,3207,47690,Three Ridges Belgian Style Triple,Devils Backbone Brewing Company,Tripel,8.5,3.5,1236186151
1392628,3207,47691,Dead Bear Imperial Stout,Devils Backbone Brewing Company,American Double / Imperial Stout,8.5,4.0,1234159279
1392630,3207,48015,MacHayden's WeeHeavy Scotch Ale,Blue Mountain Brewery,Scotch Ale / Wee Heavy,7.7,4.0,1235010717
1392635,3207,48030,Alpen Bock,Devils Backbone Brewing Company,Bock,6.9,3.5,1235007905
1392638,3207,48381,Kukumerla,Grado Plato,English Barleywine,10.0,4.0,1246568396
1392645,3207,48567,Twelve Point IPA,Devils Backbone Brewing Company,American Double / Imperial IPA,8.3,3.5,1240366801
1392648,3207,48942,Pisgah Pub Ale,Pisgah Brewing Co.,English Bitter,,4.0,1250393383
1392653,3207,49274,KellerWeizen,Blue Mountain Brewery,Keller Bier / Zwickel Bier,5.3,4.0,1240351882
1392657,3207,49309,Pisgah Abbey Ale,Pisgah Brewing Co.,Belgian Strong Pale Ale,7.0,3.5,1250783359
1392660,3207,50576,Azrael,Devils Backbone Brewing Company,Belgian Strong Pale Ale,7.8,3.5,1245469097
1392667,3207,51397,Schwartz Bier,Devils Backbone Brewing Company,Schwarzbier,4.9,3.5,1249784927
1392669,3207,51730,IPA Plus,Devils Backbone Brewing Company,American Double / Imperial IPA,,3.5,1249779065
1392672,3207,52409,Bourbon Barrel-Aged Imperial Amber,Williamsburg AleWerks,American Amber / Red Ale,,3.5,1252273976
1392676,3207,52460,The Big D.I.P.A.,Blue Mountain Brewery,American Double / Imperial IPA,9.3,4.0,1252437339
1392687,3207,52842,Chocolate Starfish,Left Hand Brewing Company,English Brown Ale,6.0,4.0,1258223993
1392692,3207,53550,Blue Reserve 2009,Blue Mountain Brewery,Belgian Strong Pale Ale,,4.0,1258321925
1392696,3207,54173,India Ink,South Street Brewery,American IPA,,4.0,1259262409
1392700,3207,55724,Dark & Evil Belgian Imperial Bourbon Stout,Blue Mountain Brewery,Russian Imperial Stout,8.75,4.0,1264732844
1392702,3207,55787,Heavy Seas - Oak Aged Peg Leg (Imperial Stout),Heavy Seas Beer,Russian Imperial Stout,8.0,4.0,1264968712
1392708,3207,56088,Barrel-Aged Chocolate Orange Imperial Stout,Blue Mountain Brewery,Russian Imperial Stout,9.0,4.0,1266114721
1392713,3207,59988,Blidö De Blanche,Blue Mountain Brewery,Witbier,4.6,4.5,1279491449
1392719,3207,60898,Brew Ridge Trail Collaboration Ale,Starr Hill Brewery,American Black Ale,6.9,4.0,1281387224
1392721,3207,61189,Molotov Hoptail Double IPA,Mad Fox Brewing Company,American Double / Imperial IPA,,4.0,1283877707
1392733,3207,61205,Diabolik,Mad Fox Brewing Company,Belgian Strong Pale Ale,8.8,4.0,1283877987
1392741,3207,61674,Cascade Tribute Ale,Blue Mountain Brewery,American Pale Ale (APA),,4.0,1283879021
1392746,3207,61825,Chocolate Belgian Porter,Blue Mountain Brewery,Belgian Dark Ale,6.7,4.0,1284510609
1392750,3207,63654,Oakey Dokey,Catawba Valley Brewing Company,Flanders Oud Bruin,6.0,3.5,1290105638
1392754,3207,64451,Brewer's Art Aspergil Grand Cru,The Brewer's Art,Belgian Pale Ale,4.9,4.0,1292461560
1392756,3207,65239,Long Winter's Nap,Blue Mountain Brewery,Doppelbock,12.0,4.0,1294804703
1392760,3207,65993,Jade,Foothills Brewing Company,American IPA,,4.0,1325362759
1392777,3207,67624,Irish-American Dry Stout,Blue Mountain Brewery,Irish Dry Stout,4.8,4.0,1301430815
1392781,3208,10648,Cone Smoker,New Albanian Brewing Company - Pizzeria and Public House,Smoked Beer,,4.0,1261886020
1392791,3208,27156,Pigasus Porter,Kannah Creek Brewing Company,American Porter,,4.5,1249049367
1392794,3208,30245,Sum Nug,Shoreline Brewery And Restaurant,American IPA,7.0,3.5,1256563796
1392803,3208,32860,Fleur De Lis IPA,Browning's Brewery,American IPA,,3.5,1158799555
1392806,3208,33537,John Shield's Blacksmith Porter,Browning's Brewery,American Porter,,4.0,1162609848
1392808,3208,34190,Oatmeal Stout Ale,Alandale Brewing Company,Oatmeal Stout,4.5,4.0,1177464168
1392812,3208,34698,American IPA,Alandale Brewing Company,American IPA,5.0,3.5,1177463699
1392818,3208,35040,Kaiser 2nd Reising,New Albanian Brewing Company - Pizzeria and Public House,German Pilsener,5.9,3.5,1170209105
1392821,3208,35631,Hoosier Daddy,New Albanian Brewing Company - Pizzeria and Public House,American Amber / Red Ale,7.0,4.0,1172806861
1392824,3208,38251,King's Table Collection Real Ale,Ballard's Brewery Limited,English Bitter,4.2,3.5,1187470244
1392827,3208,38252,Tetley's Original Bitter,Carlsberg-Tetley Brewing Ltd,English Bitter,3.6,4.0,1187472117
1392833,3208,40369,Regala,Bere Azuga S.A.,Euro Pale Lager,5.4,4.0,1231255973
1392842,3208,45188,Alpha Naught (2008),Three Floyds Brewing Co. & Brewpub,American IPA,6.0,4.5,1226154015
1392849,3208,45307,Durango Pale Ale,Durango Brewing,American Pale Ale (APA),6.2,3.5,1249564198
1392853,3208,46237,Great Crescent Cherry Ale,Great Crescent Brewery,Fruit / Vegetable Beer,,2.0,1324346617
1392857,3208,52547,Great Cresent IPA,Great Crescent Brewery,American IPA,,3.5,1309913817
1392870,3210,2343,Heartland Brewery Not Tonight Honey Porter,Heartland Brewery Union Square,American Porter,,4.0,1201377704
1392881,3214,54818,Frostnipper Winter Warmer,Aviator Brewing Company,Winter Warmer,8.5,4.0,1290294843
1392893,3216,24221,Weizen Anno 25 Hefe Weisse,Aktien-Brauerei Kaufbeuren AG,Hefeweizen,5.3,4.0,1310361014
1392906,3218,49076,Founders Barrel Aged Red's Rye,Founders Brewing Company,Rye Beer,9.0,4.5,1262596325
1392921,3218,60088,De Troch Gueuze,Brouwerij De Troch,Gueuze,5.5,5.0,1314538314
1392923,3218,72314,De Dolle Verse Vis,Brouwerij De Dolle Brouwers,Lambic - Unblended,5.8,4.0,1316005835
1392926,3222,19980,Blue Girl Beer,"Oriental Brewery Co., Ltd",American Adjunct Lager,5.0,2.5,1257343918
1392934,3223,34438,Stone Smoked Porter Brandy Barrel Aged,Stone Brewing Co.,American Porter,,3.5,1208321713
1392940,3227,1055,Korma Blonde Ale,Brasserie Castelain,Belgian Pale Ale,5.6,3.0,1145423109
1392949,3227,3731,Traverse Brewing Old Mission Lighthouse Ale,Traverse Brewing Company,American Pale Ale (APA),4.5,1.5,1143685276
1392959,3227,4254,Decade India Pale Ale,Big Time Brewery & Alehouse,American Double / Imperial IPA,7.8,5.0,1096782976
1392963,3227,4562,Montauk Light,Southampton Publick House,Light Lager,3.5,3.5,1142307485
1392968,3227,5142,Wixa Weiss,Wynkoop Brewing Company,Hefeweizen,,3.0,1146020861
1392982,3227,5777,Good Hope IPA,75th Street Brewery,American IPA,,2.0,1142914054
1392997,3227,5800,Kasteel Kriek,Brouwerij Van Honsebrouck N.V.,Fruit / Vegetable Beer,8.0,1.5,1142554762
1393022,3227,5932,Traverse Brewing Sleeping Bear Brown Ale,Traverse Brewing Company,English Brown Ale,4.5,4.0,1146368694
1393035,3227,6316,Fantôme BBB Babillard Dark,Brasserie Fantôme,Saison / Farmhouse Ale,8.0,4.0,1096783618
1393045,3227,6558,Bulldog Strong Ale,The Caledonian Brewery Company Limited,American Strong Ale,6.3,3.5,1090368887
1393053,3227,6626,Phantom IPA,Phantom Canyon Brewing Company,American IPA,,4.0,1142913312
1393079,3227,7142,Arbor Brewing Fat Abbot Tripel,Arbor Brewing Company,Tripel,10.0,3.5,1093909938
1393083,3227,7289,De Dolle Stille Nacht Special Reserva 2000,Brouwerij De Dolle Brouwers,Belgian Strong Dark Ale,12.0,4.0,1090882852
1393102,3227,7390,Big Horn Hefeweizen,Ram International / Humperdinks Restaurant and Big Horn Brewing,Hefeweizen,,3.0,1146020276
1393114,3227,7941,Allgäuer Stifts-Weizenbock,Allgäuer Brauhaus AG,Weizenbock,7.2,4.5,1148852390
1393124,3227,8239,Owd Mac's Imperial Stout,Free State Brewing Co.,Russian Imperial Stout,,4.5,1142733400
1393149,3227,8791,Heaven,Jämtlands Bryggeri AB,Munich Dunkel Lager,5.0,1.5,1213152138
1393158,3227,9114,Brøckhouse IPA,Brøckhouse Aps,American IPA,6.0,4.0,1142915507
1393163,3227,10925,Super Natural Porter,Hawks Brewing,Baltic Porter,6.0,4.5,1144852277
1393169,3227,11199,Starbess Strong Ale,Rome Brewing Company,English Barleywine,12.4,4.5,1090372440
1393171,3227,11228,Willy Wolf,Brasserie De La Soif,Fruit / Vegetable Beer,5.0,5.0,1090162539
1393173,3227,11710,Skull Splitter Ale,Rogue Ales,American Strong Ale,9.2,4.0,1143518296
1393225,3227,12871,Full Sail Comet Ale,Full Sail Brewery & Tasting Room & Pub,Altbier,6.0,4.0,1076310378
1393227,3227,13519,Olde Peninsula Rockin' Razberry Wheat,Olde Peninsula Brewpub & Restaurant,Fruit / Vegetable Beer,5.5,3.0,1144890134
1393235,3227,13989,Big Ben Brown Ale,Bull & Bush Pub & Brewery,English Brown Ale,,4.0,1146368829
1393245,3227,14105,Cantillon Framboise,Brasserie Cantillon,Lambic - Fruit,,4.0,1142479957
1393258,3227,14488,Demon DPA,John Harvard's Brewery & Ale House,American Double / Imperial IPA,8.0,4.0,1144208445
1393275,3227,14561,Polyphemus,Elysian Brewing Company,American Barleywine,8.5,4.0,1095778438
1393280,3227,14711,Broken Keg Eisbock,Port Brewing Company / Pizza Port,Eisbock,15.0,5.0,1142291083
1393285,3227,15862,Imperial Porter 2004 ( Barrel Aged One Year),Full Sail Brewery & Tasting Room & Pub,Baltic Porter,7.2,4.5,1081751626
1393296,3227,16642,Adirondack Abbey Ale,Great Adirondack Steak And Seafood Co.,Dubbel,6.8,3.5,1217429531
1393313,3227,17214,Fantôme Flop!,Brasserie Fantôme,Saison / Farmhouse Ale,8.0,4.5,1143151472
1393316,3227,17799,Kuhnhenn Hefeweiss,Kuhnhenn Brewing Company,Hefeweizen,5.0,3.5,1142393283
1393340,3227,17998,Arbor Brewing Brasserie Greff Kriek,Arbor Brewing Company,Lambic - Fruit,,4.0,1093869577
1393346,3227,18015,"""Double Wrecked Wreck"" IPA",Full Sail Brewery & Tasting Room & Pub,American Pale Ale (APA),,4.5,1096469118
1393348,3227,18772,Dark Star India Pale Ale,Dark Star Brewing Company Limited,English India Pale Ale (IPA),6.2,4.0,1090067953
1393353,3227,18905,"De Dolle ""21""",Brouwerij De Dolle Brouwers,Belgian Strong Pale Ale,9.0,4.0,1090719061
1393358,3227,18934,Maelstorm,Rome Brewing Company,English Barleywine,16.0,4.5,1090782716
1393360,3227,18957,De Dolle Snoek,Brouwerij De Dolle Brouwers,Belgian Strong Pale Ale,6.9,4.0,1090883797
1393363,3227,19855,Raspberry Centurion Barleywine Ale,Golden City Brewery,American Barleywine,,3.5,1142731514
1393367,3227,20087,Tres Diablos,Bitter End Brewery and Bistro,Tripel,,5.0,1096587541
1393369,3227,20133,Super Hop,Hoppy Brewing Co.,American IPA,,4.0,1096700508
1393372,3227,20165,Hop Father Imperial IPA,Papago Brewing,American Double / Imperial IPA,7.0,4.0,1142479236
1393384,3227,20340,Casta Única,Especialidades Cerveceras S.A. de C.V.,Belgian Strong Dark Ale,8.0,4.0,1143389455
1393390,3227,20570,Sinister Minister,BJ's Restaurant & Brewhouse,Belgian Dark Ale,7.0,3.5,1100130682
1393392,3227,20710,A.J. Winter Ale,New Belgium Brewing,Belgian Strong Dark Ale,,2.5,1143421858
1393395,3227,20915,Subzero Barrel-Aged Barleywine,Rock Bottom Restaurant & Brewery,American Barleywine,12.0,4.5,1217429929
1393401,3227,21252,Avec Les Bons Voeux Super Saison,McKenzie Brew House,Saison / Farmhouse Ale,8.8,4.5,1143149570
1393412,3227,21467,Sotholmen Stout,Nynäshamns Angbryggeri,Irish Dry Stout,4.0,4.0,1213380158
1393415,3227,21646,Bibock,Birrificio Italiano,Bock,6.2,4.5,1212978480
1393421,3227,22194,SMP,Sixpoint Brewery,Baltic Porter,7.8,3.5,1144852811
1393438,3227,22423,New World IPA,Bristol Brewing Company,American Double / Imperial IPA,10.3,5.0,1142394579
1393440,3227,22601,De Dolle Lichtervelds Blond,Brouwerij De Dolle Brouwers,Belgian Strong Pale Ale,9.0,5.0,1142290961
1393455,3227,22699,Nils Oscar Julöl 2001 & 2002,the Nils Oscar Company,Scotch Ale / Wee Heavy,7.0,4.0,1213153146
1393457,3227,22861,Mountain Mantra,New Belgium Brewing,American IPA,7.0,4.0,1142887004
1393464,3227,23582,Kuhnhenn Maibock,Kuhnhenn Brewing Company,Maibock / Helles Bock,7.5,4.5,1142392870
1393468,3227,24025,Elixir,Birrificio Le Baladin,Belgian Strong Pale Ale,10.0,3.0,1212978300
1393482,3227,24218,Cantillon Spuyten Duyvil,Brasserie Cantillon,Lambic - Fruit,5.0,3.0,1142480016
1393497,3227,24300,Gonzo,Lagunitas Brewing Company,American Strong Ale,8.5,4.0,1144763971
1393506,3227,24812,Bierre Blanche Du Fort,Coopersmith's Pub & Brewing,Witbier,4.7,1.5,1146809252
1393511,3227,25109,Piglet Purgatory,Avery Brewing Company,American IPA,,4.0,1142998298
1393530,3227,25223,Allagash FOUR - Bourbon Barrel Aged,Allagash Brewing Company,Quadrupel (Quad),10.0,4.0,1144458173
1393542,3227,25754,Kuhnhenn Mango Tango Panty Dropper,Kuhnhenn Brewing Company,Fruit / Vegetable Beer,,3.5,1142393221
1393546,3227,25877,Kuhnhenn Classic American,Kuhnhenn Brewing Company,American Adjunct Lager,4.8,3.0,1142393331
1393551,3227,26235,10th Anniversary Special Russian Imperial Stout,Coast Range Brewing Co.,Russian Imperial Stout,11.4,5.0,1172295336
1393562,3227,26258,Baronen,Hantverksbryggeriet AB,English Barleywine,12.7,4.0,1213152396
1393572,3227,29524,Thunder Canyon Nothin' Greator Doppelbock,Thunder Canyon Brewery,Doppelbock,,4.0,1144633119
1393575,3227,30123,Olde Peninsula Summer Hefe Weizen,Olde Peninsula Brewpub & Restaurant,Hefeweizen,5.75,2.5,1146020401
1393577,3227,31252,11th Anniversary Double IPA,Midnight Sun Brewing Co.,American Double / Imperial IPA,9.0,4.0,1172294722
1393583,3227,31957,Ølfabrikken Kaffeporter,Ølfabrikken,Herbed / Spiced Beer,5.5,4.0,1179063133
1393588,3227,32690,Pit Bull,"City Brewing Company, LLC",American Malt Liquor,10.2,1.0,1217429491
1393600,3227,33935,Ølfabrikken Gammel Ekstra Porter,Ølfabrikken,Baltic Porter,8.5,4.5,1176296621
1393605,3227,33941,Ølfabrikken ØL (Russian Imperial Chocolate Stout),Ølfabrikken,Russian Imperial Stout,10.0,4.5,1179037133
1393613,3227,34467,Ølfabrikken Rug IPA,Ølfabrikken,American IPA,7.0,5.0,1213152661
1393619,3227,34816,Bourbon Barrel Barleywine,America's Brewpub,English Barleywine,14.0,4.0,1225764916
1393622,3227,35420,Short's Anniversary Ale 2006,Short's Brewing Company,American Double / Imperial IPA,20.0,4.0,1215568784
1393630,3227,36014,Drake's Bourbon Barrel Barley Wine (Barrel Aged Series #4),Drake's Brewing Co.,American Barleywine,10.37,4.0,1214233731
1393643,3227,36275,Royal Oil,Bull & Bush Pub & Brewery,English Barleywine,12.5,4.5,1214760521
1393659,3227,36451,Brøckhouse Epic Stout,Brøckhouse Aps,Russian Imperial Stout,10.0,4.0,1225857799
1393663,3227,38917,Thunder Canyon Old Humulus Double IPA,Thunder Canyon Brewery,American Double / Imperial IPA,8.5,4.0,1227578067
1393666,3227,40340,Oak-Aged Ebenezer,Upstream Brewing Company - Legacy,American Double / Imperial Stout,9.4,4.0,1228073429
1393674,3227,41021,Upstream Gueuze Lambic,Upstream Brewing Company - Old Market,Gueuze,6.5,4.0,1237183445
1393682,3227,41446,Braunstein Porter,Bryghuset Braunstein,Baltic Porter,7.2,4.0,1213151985
1393686,3227,41750,Floating Rock Hefeweizen,Mammoth Brewing Company,Hefeweizen,4.2,1.5,1228073126
1393704,3227,42709,Ridge Island,Skebo Bruksbryggeri,English Pale Ale,5.8,3.5,1213196320
1393706,3227,43134,Duc Ale,Birra Del Borgo,Belgian Dark Ale,8.0,4.0,1213021423
1393710,3227,43135,Cantillon Reed Gueuze Muscat,Brasserie Cantillon,Lambic - Fruit,7.4,3.0,1213022119
1393715,3227,43539,White Pepper Hefeweizen,Oskar Blues Grill & Brew,Hefeweizen,,4.0,1215187692
1393719,3227,44541,Mad Brewer West 12,The Brew Keeper,Belgian Strong Dark Ale,10.6,4.5,1219759891
1393732,3227,45078,De Wilde Zuidentrein,Flossmoor Station Restaurant & Brewery,Lambic - Fruit,7.0,4.0,1237183382
1393753,3227,45778,Perle IPA (2008 IPA Project),Sly Fox Brewing Company,American IPA,7.0,3.5,1237186049
